ID_JOUR	LB_JOUR	LB_JOUR_DE_LA_SEMAINE	ID_SEMAINE	LB_SEMAINE	ID_MOIS	LB_MOIS	ID_ANNEE
20090603	2009-06-03	Wednesday 	200923	Week 23/2009	200906	June      	2009
20090604	2009-06-04	Thursday  	200923	Week 23/2009	200906	June      	2009
20090605	2009-06-05	Friday    	200923	Week 23/2009	200906	June      	2009
20090606	2009-06-06	Saturday  	200923	Week 23/2009	200906	June      	2009
20090607	2009-06-07	Sunday    	200923	Week 23/2009	200906	June      	2009
20090608	2009-06-08	Monday    	200924	Week 24/2009	200906	June      	2009
20090609	2009-06-09	Tuesday   	200924	Week 24/2009	200906	June      	2009
20090610	2009-06-10	Wednesday 	200924	Week 24/2009	200906	June      	2009
20090611	2009-06-11	Thursday  	200924	Week 24/2009	200906	June      	2009
20090612	2009-06-12	Friday    	200924	Week 24/2009	200906	June      	2009
20090613	2009-06-13	Saturday  	200924	Week 24/2009	200906	June      	2009
20090614	2009-06-14	Sunday    	200924	Week 24/2009	200906	June      	2009
20090615	2009-06-15	Monday    	200925	Week 25/2009	200906	June      	2009
20090616	2009-06-16	Tuesday   	200925	Week 25/2009	200906	June      	2009
20090617	2009-06-17	Wednesday 	200925	Week 25/2009	200906	June      	2009
20090618	2009-06-18	Thursday  	200925	Week 25/2009	200906	June      	2009
20090619	2009-06-19	Friday    	200925	Week 25/2009	200906	June      	2009
20090620	2009-06-20	Saturday  	200925	Week 25/2009	200906	June      	2009
20090621	2009-06-21	Sunday    	200925	Week 25/2009	200906	June      	2009
20090622	2009-06-22	Monday    	200926	Week 26/2009	200906	June      	2009
20090623	2009-06-23	Tuesday   	200926	Week 26/2009	200906	June      	2009
20090624	2009-06-24	Wednesday 	200926	Week 26/2009	200906	June      	2009
20090625	2009-06-25	Thursday  	200926	Week 26/2009	200906	June      	2009
20090626	2009-06-26	Friday    	200926	Week 26/2009	200906	June      	2009
20090627	2009-06-27	Saturday  	200926	Week 26/2009	200906	June      	2009
20090628	2009-06-28	Sunday    	200926	Week 26/2009	200906	June      	2009
20090629	2009-06-29	Monday    	200927	Week 27/2009	200906	June      	2009
20090630	2009-06-30	Tuesday   	200927	Week 27/2009	200906	June      	2009
20090701	2009-07-01	Wednesday 	200927	Week 27/2009	200907	July      	2009
20090702	2009-07-02	Thursday  	200927	Week 27/2009	200907	July      	2009
20090703	2009-07-03	Friday    	200927	Week 27/2009	200907	July      	2009
20090704	2009-07-04	Saturday  	200927	Week 27/2009	200907	July      	2009
20090705	2009-07-05	Sunday    	200927	Week 27/2009	200907	July      	2009
20090706	2009-07-06	Monday    	200928	Week 28/2009	200907	July      	2009
20090707	2009-07-07	Tuesday   	200928	Week 28/2009	200907	July      	2009
20090708	2009-07-08	Wednesday 	200928	Week 28/2009	200907	July      	2009
20090709	2009-07-09	Thursday  	200928	Week 28/2009	200907	July      	2009
20090710	2009-07-10	Friday    	200928	Week 28/2009	200907	July      	2009
20090711	2009-07-11	Saturday  	200928	Week 28/2009	200907	July      	2009
20090712	2009-07-12	Sunday    	200928	Week 28/2009	200907	July      	2009
20090713	2009-07-13	Monday    	200929	Week 29/2009	200907	July      	2009
20090714	2009-07-14	Tuesday   	200929	Week 29/2009	200907	July      	2009
20090715	2009-07-15	Wednesday 	200929	Week 29/2009	200907	July      	2009
20090716	2009-07-16	Thursday  	200929	Week 29/2009	200907	July      	2009
20090717	2009-07-17	Friday    	200929	Week 29/2009	200907	July      	2009
20090718	2009-07-18	Saturday  	200929	Week 29/2009	200907	July      	2009
20090719	2009-07-19	Sunday    	200929	Week 29/2009	200907	July      	2009
20090720	2009-07-20	Monday    	200930	Week 30/2009	200907	July      	2009
20090721	2009-07-21	Tuesday   	200930	Week 30/2009	200907	July      	2009
20090722	2009-07-22	Wednesday 	200930	Week 30/2009	200907	July      	2009
20090723	2009-07-23	Thursday  	200930	Week 30/2009	200907	July      	2009
20090724	2009-07-24	Friday    	200930	Week 30/2009	200907	July      	2009
20090725	2009-07-25	Saturday  	200930	Week 30/2009	200907	July      	2009
20090726	2009-07-26	Sunday    	200930	Week 30/2009	200907	July      	2009
20090727	2009-07-27	Monday    	200931	Week 31/2009	200907	July      	2009
20090728	2009-07-28	Tuesday   	200931	Week 31/2009	200907	July      	2009
20090729	2009-07-29	Wednesday 	200931	Week 31/2009	200907	July      	2009
20090730	2009-07-30	Thursday  	200931	Week 31/2009	200907	July      	2009
20090731	2009-07-31	Friday    	200931	Week 31/2009	200907	July      	2009
20090801	2009-08-01	Saturday  	200931	Week 31/2009	200908	August    	2009
20090802	2009-08-02	Sunday    	200931	Week 31/2009	200908	August    	2009
20090803	2009-08-03	Monday    	200932	Week 32/2009	200908	August    	2009
20090804	2009-08-04	Tuesday   	200932	Week 32/2009	200908	August    	2009
20090805	2009-08-05	Wednesday 	200932	Week 32/2009	200908	August    	2009
20090806	2009-08-06	Thursday  	200932	Week 32/2009	200908	August    	2009
20090807	2009-08-07	Friday    	200932	Week 32/2009	200908	August    	2009
20090808	2009-08-08	Saturday  	200932	Week 32/2009	200908	August    	2009
20090809	2009-08-09	Sunday    	200932	Week 32/2009	200908	August    	2009
20090810	2009-08-10	Monday    	200933	Week 33/2009	200908	August    	2009
20090811	2009-08-11	Tuesday   	200933	Week 33/2009	200908	August    	2009
20090812	2009-08-12	Wednesday 	200933	Week 33/2009	200908	August    	2009
20090813	2009-08-13	Thursday  	200933	Week 33/2009	200908	August    	2009
20090814	2009-08-14	Friday    	200933	Week 33/2009	200908	August    	2009
20090815	2009-08-15	Saturday  	200933	Week 33/2009	200908	August    	2009
20090816	2009-08-16	Sunday    	200933	Week 33/2009	200908	August    	2009
20090817	2009-08-17	Monday    	200934	Week 34/2009	200908	August    	2009
20090818	2009-08-18	Tuesday   	200934	Week 34/2009	200908	August    	2009
20090819	2009-08-19	Wednesday 	200934	Week 34/2009	200908	August    	2009
20090820	2009-08-20	Thursday  	200934	Week 34/2009	200908	August    	2009
20090821	2009-08-21	Friday    	200934	Week 34/2009	200908	August    	2009
20090822	2009-08-22	Saturday  	200934	Week 34/2009	200908	August    	2009
20090823	2009-08-23	Sunday    	200934	Week 34/2009	200908	August    	2009
20090824	2009-08-24	Monday    	200935	Week 35/2009	200908	August    	2009
20090825	2009-08-25	Tuesday   	200935	Week 35/2009	200908	August    	2009
20090826	2009-08-26	Wednesday 	200935	Week 35/2009	200908	August    	2009
20090827	2009-08-27	Thursday  	200935	Week 35/2009	200908	August    	2009
20090828	2009-08-28	Friday    	200935	Week 35/2009	200908	August    	2009
20090829	2009-08-29	Saturday  	200935	Week 35/2009	200908	August    	2009
20090830	2009-08-30	Sunday    	200935	Week 35/2009	200908	August    	2009
20090831	2009-08-31	Monday    	200936	Week 36/2009	200908	August    	2009
20090901	2009-09-01	Tuesday   	200936	Week 36/2009	200909	September 	2009
20090902	2009-09-02	Wednesday 	200936	Week 36/2009	200909	September 	2009
20090903	2009-09-03	Thursday  	200936	Week 36/2009	200909	September 	2009
20090904	2009-09-04	Friday    	200936	Week 36/2009	200909	September 	2009
20090905	2009-09-05	Saturday  	200936	Week 36/2009	200909	September 	2009
20090906	2009-09-06	Sunday    	200936	Week 36/2009	200909	September 	2009
20090907	2009-09-07	Monday    	200937	Week 37/2009	200909	September 	2009
20090908	2009-09-08	Tuesday   	200937	Week 37/2009	200909	September 	2009
20090909	2009-09-09	Wednesday 	200937	Week 37/2009	200909	September 	2009
20090910	2009-09-10	Thursday  	200937	Week 37/2009	200909	September 	2009
20090911	2009-09-11	Friday    	200937	Week 37/2009	200909	September 	2009
20090912	2009-09-12	Saturday  	200937	Week 37/2009	200909	September 	2009
20090913	2009-09-13	Sunday    	200937	Week 37/2009	200909	September 	2009
20090914	2009-09-14	Monday    	200938	Week 38/2009	200909	September 	2009
20090915	2009-09-15	Tuesday   	200938	Week 38/2009	200909	September 	2009
20090916	2009-09-16	Wednesday 	200938	Week 38/2009	200909	September 	2009
20090917	2009-09-17	Thursday  	200938	Week 38/2009	200909	September 	2009
20090918	2009-09-18	Friday    	200938	Week 38/2009	200909	September 	2009
20090919	2009-09-19	Saturday  	200938	Week 38/2009	200909	September 	2009
20090920	2009-09-20	Sunday    	200938	Week 38/2009	200909	September 	2009
20090921	2009-09-21	Monday    	200939	Week 39/2009	200909	September 	2009
20090922	2009-09-22	Tuesday   	200939	Week 39/2009	200909	September 	2009
20090923	2009-09-23	Wednesday 	200939	Week 39/2009	200909	September 	2009
20090924	2009-09-24	Thursday  	200939	Week 39/2009	200909	September 	2009
20090925	2009-09-25	Friday    	200939	Week 39/2009	200909	September 	2009
20090926	2009-09-26	Saturday  	200939	Week 39/2009	200909	September 	2009
