0000128158;20161207;0835;0000000000;11;0000000009918;(MT)BAGUETTE TRAD                                 ;     3.000;      3.30;01;02;                    ;000000;01;001;000;00;                    ;  0.00;      0.00;000;                                                  ;01;     3.000;      0.80;9918                     ;
0000128158;20161207;0835;0000000000;11;0000000000107;(MT)CROISSANT A 0.90E.                            ;     1.000;      0.90;01;02;                    ;000000;01;002;000;00;                    ;  0.00;      0.00;000;                                                  ;01;     1.000;      0.85;107                      ;
0000128158;20161207;0835;0000000000;11;0000000000108;(MT)PAIN CHOCOLAT 1E.                             ;     1.000;      1.00;01;02;                    ;000000;01;003;000;00;                    ;  0.00;      0.00;000;                                                  ;01;     1.000;      0.95;108                      ;
0000128158;20161207;0835;0000000000;00;STOTAL       ;SOUS-TOTAL                                        ;     0.000;      5.20;01;02;                    ;000000;00;004;000;00;                    ;  0.00;      0.00;000;                                                  ;00;     1.000;      0.00;                         ;
0000128158;20161207;0835;0000000000;00;GDTOTAL      ;TOTAL                                             ;     0.000;      5.20;01;02;                    ;000000;00;005;000;00;                    ;  0.00;      0.00;004;                                                  ;00;     1.000;      0.00;                         ;
0000128158;20161207;0835;0000000000;00;F22          ;ESPECES                                           ;     0.000;     10.20;01;02;                    ;000000;00;006;000;00;                    ;  0.00;      0.00;022;                                                  ;00;     1.000;      0.00;                         ;
0000128158;20161207;0835;0000000000;00;             ;RENDU MONNAIE (Eur)                               ;     0.000;     -5.00;01;02;                    ;000000;00;007;000;00;                    ;  0.00;      0.00;022;                                                  ;00;     1.000;      0.00;                         ;
0000128158;20161207;0835;0000000000;00;TAXABLE1     ;TAXABLE 5.5%                                      ;     0.000;      5.20;01;02;                    ;000000;00;009;000;00;                    ;  0.00;      0.00;077;                                                  ;00;     0.000;      0.00;                         ;
0000128158;20161207;0835;0000000000;00;TVA1         ;TVA 5.5%                                          ;     0.000;      0.27;01;02;                    ;000000;00;010;000;00;                    ;  0.00;      0.00;078;                                                  ;00;     0.000;      0.00;                         ;
0000128158;20161207;0835;0000000000;00;TOTVA        ;TOTAL TVA                                         ;     0.000;      0.27;01;02;                    ;000000;00;029;000;00;                    ;  0.00;      0.00;085;                                                  ;00;     0.000;      0.00;                         ;
0000128159;20161207;0837;0000000000;32;3660992008520;TAMPON/EPONGE VERT BIEN VU X4                     ;     1.000;      0.81;01;02;                    ;000000;02;001;000;00;                    ;  0.00;      0.00;000;                                                  ;01;     1.000;      0.44;3660992008520            ;
0000128159;20161207;0837;0000000000;41;3273220085301;4X100G SOJASUN NOISETTE AMANDE                    ;     1.000;      2.00;01;02;                    ;000000;01;002;000;00;                    ;  0.00;      0.00;000;                                                  ;01;     1.000;      1.18;3273220085301            ;
0000128159;20161207;0837;0000000000;55;3256224621232;300G FOIES VOLAILLE CONFITS U                     ;     1.000;      3.25;01;02;                    ;000000;01;003;000;00;                    ;  0.00;      0.00;000;                                                  ;01;     1.000;      1.54;3256224621232            ;
0000128159;20161207;0837;0000000000;41;3256224231509;20CL CREME FRAICHE EPAISSE U                      ;     1.000;      1.00;01;02;                    ;000000;01;004;000;00;                    ;  0.00;      0.00;000;                                                  ;01;     1.000;      0.45;3256224231509            ;
0000128159;20161207;0837;0000000000;21;5000112609653;1L5 COCA COLA                                     ;     1.000;      1.62;01;02;                    ;000000;01;005;000;00;                    ;  0.00;      0.00;000;                                                  ;01;     1.000;      1.26;5000112609653            ;
0000128159;20161207;0837;0000000000;11;3256223377383;1L BOISSON SOJA CHOCOLAT U                        ;     1.000;      2.01;01;02;                    ;000000;01;006;000;00;                    ;  0.00;      0.00;000;                                                  ;01;     1.000;      1.20;3256223377383            ;
0000128159;20161207;0837;0000000000;32;3256223820612;200ML DEO.24H PREC.FRAICH.BY U                    ;     1.000;      2.29;01;02;                    ;000000;02;007;000;00;                    ;  0.00;      0.00;000;                                                  ;01;     1.000;      0.79;3256223820612            ;
0000128159;20161207;0837;0000000000;32;3660992250004;30M PAPIER ALUMINIUM BIEN VU                      ;     1.000;      1.30;01;02;                    ;000000;02;008;000;00;                    ;  0.00;      0.00;000;                                                  ;01;     1.000;      0.83;3660992250004            ;
0000128159;20161207;0837;0000000000;32;3152210051406;1.25L VIGOR DEGRAISSANT ORANGE                    ;     1.000;      2.22;01;02;                    ;000000;02;009;000;00;                    ;  0.00;      0.00;000;                                                  ;01;     1.000;      1.14;3152210051406            ;
0000128159;20161207;0837;0000000000;12;3256220173926;3XBOUCHEES MULTIVAR.CHAT U                        ;     1.000;      3.02;01;02;                    ;000000;02;010;000;00;                    ;  0.00;      0.00;000;                                                  ;01;     1.000;      1.13;3256220173926            ;
